ADESIVOS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
GMLVF1	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X0	500	182 x 51	3	R$ 46,00
GMLVF10	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X0	1000	273 x 51	2	R$ 126,00
GMLVF11	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X1	1000	273 x 51	2	R$ 145,50
GMLVF12	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X4	1000	273 x 51	2	R$ 147,00
GMLVF1C	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X0	500	153 x 51	3	R$ 49,00
GMLVF2	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X1	500	182 x 51	3	R$ 48,00
GMLVF2C	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X1	500	153 x 51	3	R$ 51,00
GMLVF3	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X4	500	182 x 51	3	R$ 50,00
GMLVF3C	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X4	500	153 x 51	3	R$ 53,00
GMLVF4	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X0	1000	182 x 51	2	R$ 84,00
GMLVF4C	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X0	1000	153 x 51	2	R$ 87,00
GMLVF5	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X1	1000	182 x 51	2	R$ 97,00
GMLVF5C	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X1	1000	153 x 51	2	R$ 100,00
GMLVF6	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X4	1000	182 x 51	2	R$ 98,00
GMLVF6C	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X4	1000	153 x 51	2	R$ 101,00
GMLVF7	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X0	500	273 x 51	3	R$ 69,00
GMLVF8	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X1	500	273 x 51	3	R$ 72,00
GMLVF9	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - VERNIZ LOCALIZADO FRENTE - 4X4	500	273 x 51	3	R$ 75,00
4100	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	1000	153 x 51	2	R$ 62,20
4100A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	1000	153 x 51	2	R$ 62,20
4101	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	1000	182 x 51	2	R$ 59,50
4101A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	1000	182 x 51	2	R$ 59,50
4102	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	1000	273 x 51	2	R$ 89,30
4102A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	1000	273 x 51	2	R$ 89,30
4200	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	500	153 x 51	2	R$ 47,50
4200A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	500	153 x 51	2	R$ 47,50
4201	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	500	182 x 51	2	R$ 44,00
4201A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	500	182 x 51	2	R$ 44,00
4202	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	500	273 x 51	2	R$ 66,00
4202A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	500	273 x 51	2	R$ 66,00
4300	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	1000	153 x 51	2	R$ 84,50
4300A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	500	153 x 51	2	R$ 65,00
4301	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	1000	182 x 51	2	R$ 81,50
4301A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	500	182 x 51	2	R$ 62,00
4302	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	1000	273 x 51	2	R$ 122,00
4302A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	500	273 x 51	3	R$ 92,50
MPVFV151	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	1000	153 x 51	3	R$ 89,00
MPVFV155	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	500	153 x 51	6	R$ 69,50
MPVFV181	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	1000	182 x 51	3	R$ 86,00
MPVFV185	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	500	182 x 51	5	R$ 68,00
MPVFV271	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	1000	273 x 51	3	R$ 128,50
MPVFV275	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	500	273 x 51	5	R$ 72,50
MG140100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	100	153 x 51	1	R$ 68,00
MG140250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	250	153 x 51	1	R$ 170,00
MG14050	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	50	153 x 51	1	R$ 34,50
MG141100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	100	153 x 51	1	R$ 82,00
MG141250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	250	153 x 51	1	R$ 205,00
MG14150	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	50	153 x 51	1	R$ 41,40
MG144100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	100	153 x 51	1	R$ 85,00
MG144250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	250	153 x 51	1	R$ 210,00
MG14450	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	50	153 x 51	1	R$ 44,00
MG240100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	100	182 x 51	1	R$ 68,00
MG240250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	250	182 x 51	1	R$ 170,00
MG24050	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	50	182 x 51	1	R$ 34,50
MG241100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	100	182 x 51	1	R$ 82,00
MG241250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	250	182 x 51	1	R$ 205,00
MG24150	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	50	182 x 51	1	R$ 41,40
MG244100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	100	182 x 51	1	R$ 85,00
MG244250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	250	182 x 51	1	R$ 210,00
MG24450	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	50	182 x 51	1	R$ 44,00
MG340100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	100	273 x 51	1	R$ 89,00
MG340250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	250	273 x 51	1	R$ 195,00
MG34050	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	50	273 x 51	1	R$ 47,00
MG341100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	100	273 x 51	1	R$ 107,00
MG341250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	250	273 x 51	1	R$ 235,00
MG34150	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	50	273 x 51	1	R$ 58,00
MG344100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	100	273 x 51	1	R$ 109,00
MG344250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	250	273 x 51	1	R$ 240,00
MG34450	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	50	273 x 51	1	R$ 59,00
MP140100	PERO PLUS - 300g - PERO PLUS 300G - 4X0	100	153 x 51	1	R$ 68,00
MP140250	PERO PLUS - 300g - PERO PLUS 300G - 4X0	250	153 x 51	1	R$ 170,00
MP14050	PERO PLUS - 300g - PERO PLUS 300G - 4X0	50	153 x 51	1	R$ 34,50
MP141100	PERO PLUS - 300g - PERO PLUS 300G - 4X1	100	153 x 51	1	R$ 82,00
MP141250	PERO PLUS - 300g - PERO PLUS 300G - 4X1	250	153 x 51	1	R$ 205,00
MP14150	PERO PLUS - 300g - PERO PLUS 300G - 4X1	50	153 x 51	1	R$ 41,40
MP144100	PERO PLUS - 300g - PERO PLUS 300G - 4X4	100	153 x 51	1	R$ 85,00
MP144250	PERO PLUS - 300g - PERO PLUS 300G - 4X4	250	153 x 51	1	R$ 210,00
MP14450	PERO PLUS - 300g - PERO PLUS 300G - 4X4	50	153 x 51	1	R$ 44,00
MP240100	PERO PLUS - 300g - PERO PLUS 300G - 4X0	100	182 x 51	1	R$ 68,00
MP240250	PERO PLUS - 300g - PERO PLUS 300G - 4X0	250	182 x 51	1	R$ 170,00
MP24050	PERO PLUS - 300g - PERO PLUS 300G - 4X0	50	182 x 51	1	R$ 34,50
MP241100	PERO PLUS - 300g - PERO PLUS 300G - 4X1	100	182 x 51	1	R$ 82,00
MP241250	PERO PLUS - 300g - PERO PLUS 300G - 4X1	250	182 x 51	1	R$ 205,00
MP24150	PERO PLUS - 300g - PERO PLUS 300G - 4X1	50	182 x 51	1	R$ 41,40
MP244100	PERO PLUS - 300g - PERO PLUS 300G - 4X4	100	182 x 51	1	R$ 85,00
MP244250	PERO PLUS - 300g - PERO PLUS 300G - 4X4	250	182 x 51	1	R$ 210,00
MP24450	PERO PLUS - 300g - PERO PLUS 300G - 4X4	50	182 x 51	1	R$ 44,00
MP340100	PERO PLUS - 300g - PERO PLUS 300G - 4X0	100	273 x 51	1	R$ 89,00
MP340250	PERO PLUS - 300g - PERO PLUS 300G - 4X0	250	273 x 51	1	R$ 195,00
MP34050	PERO PLUS - 300g - PERO PLUS 300G - 4X0	50	273 x 51	1	R$ 47,00
MP341100	PERO PLUS - 300g - PERO PLUS 300G - 4X1	100	273 x 51	1	R$ 107,00
MP341250	PERO PLUS - 300g - PERO PLUS 300G - 4X1	250	273 x 51	1	R$ 235,00
MP34150	PERO PLUS - 300g - PERO PLUS 300G - 4X1	50	273 x 51	1	R$ 58,00
MP344100	PERO PLUS - 300g - PERO PLUS 300G - 4X4	100	273 x 51	1	R$ 109,00
MP344250	PERO PLUS - 300g - PERO PLUS 300G - 4X4	250	273 x 51	1	R$ 240,00
MP34450	PERO PLUS - 300g - PERO PLUS 300G - 4X4	50	273 x 51	1	R$ 59,00
MS140100	SILVER LUX - 300g - SILVER LUX 300G - 4X0	100	153 x 51	1	R$ 68,00
MS140250	SILVER LUX - 300g - SILVER LUX 300G - 4X0	250	153 x 51	1	R$ 170,00
MS14050	SILVER LUX - 300g - SILVER LUX 300G - 4X0	50	153 x 51	1	R$ 34,50
MS141100	SILVER LUX - 300g - SILVER LUX 300G - 4X1	100	153 x 51	1	R$ 82,00
MS141250	SILVER LUX - 300g - SILVER LUX 300G - 4X1	250	153 x 51	1	R$ 205,00
MS14150	SILVER LUX - 300g - SILVER LUX 300G - 4X1	50	153 x 51	1	R$ 41,40
MS144100	SILVER LUX - 300g - SILVER LUX 300G - 4X4	100	153 x 51	1	R$ 85,00
MS144250	SILVER LUX - 300g - SILVER LUX 300G - 4X4	250	153 x 51	1	R$ 210,00
MS14450	SILVER LUX - 300g - SILVER LUX 300G - 4X4	50	153 x 51	1	R$ 44,00
MS240100	SILVER LUX - 300g - SILVER LUX 300G - 4X0	100	182 x 51	1	R$ 68,00
MS240250	SILVER LUX - 300g - SILVER LUX 300G - 4X0	250	182 x 51	1	R$ 170,00
MS24050	SILVER LUX - 300g - SILVER LUX 300G - 4X0	50	182 x 51	1	R$ 34,50
MS241100	SILVER LUX - 300g - SILVER LUX 300G - 4X1	100	182 x 51	1	R$ 82,00
MS241250	SILVER LUX - 300g - SILVER LUX 300G - 4X1	250	182 x 51	1	R$ 205,00
MS24150	SILVER LUX - 300g - SILVER LUX 300G - 4X1	50	182 x 51	1	R$ 41,40
MS244100	SILVER LUX - 300g - SILVER LUX 300G - 4X4	100	182 x 51	1	R$ 85,00
MS244250	SILVER LUX - 300g - SILVER LUX 300G - 4X4	250	182 x 51	1	R$ 210,00
MS24450	SILVER LUX - 300g - SILVER LUX 300G - 4X4	50	182 x 51	1	R$ 44,00
MS340100	SILVER LUX - 300g - SILVER LUX 300G - 4X0	100	273 x 51	1	R$ 89,00
MS340250	SILVER LUX - 300g - SILVER LUX 300G - 4X0	250	273 x 51	1	R$ 195,00
MS34050	SILVER LUX - 300g - SILVER LUX 300G - 4X0	50	273 x 51	1	R$ 47,00
MS341100	SILVER LUX - 300g - SILVER LUX 300G - 4X1	100	273 x 51	1	R$ 107,00
MS341250	SILVER LUX - 300g - SILVER LUX 300G - 4X1	250	273 x 51	1	R$ 235,00
MS34150	SILVER LUX - 300g - SILVER LUX 300G - 4X1	50	273 x 51	1	R$ 58,00
MS344100	SILVER LUX - 300g - SILVER LUX 300G - 4X4	100	273 x 51	1	R$ 109,00
MS344250	SILVER LUX - 300g - SILVER LUX 300G - 4X4	250	273 x 51	1	R$ 240,00
MS34450	SILVER LUX - 300g - SILVER LUX 300G - 4X4	50	273 x 51	1	R$ 59,00
4500	RECICLATO - 250g - SEM VERNIZ - 4X4	500	153 x 51	5	R$ 65,50
4501	RECICLATO - 250g - SEM VERNIZ - 4X4	500	182 x 51	5	R$ 69,00
4501CC	RECICLATO - 250g - SEM VERNIZ - 4X4	1000	182 x 51	5	R$ 135,00
4501R	RECICLATO - 250g - SEM VERNIZ - 4X4	1000	153 x 51	5	R$ 130,00
4501RC	RECICLATO - 250g - SEM VERNIZ - 4X4	1000	273 x 51	5	R$ 190,00
4502	RECICLATO - 250g - SEM VERNIZ - 4X4	500	273 x 51	5	R$ 98,00
MÁSCARAS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
MF4010	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	1000	204 x 91	3	R$ 309,00
MF405	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	500	204 x 91	3	R$ 239,50
MF4031	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	1000	204 x 91	3	R$ 350,00
MF4035	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	500	204 x 91	3	R$ 254,00
MINI CARTÕES					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
1700	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1000	91 x 51	1	R$ 17,50
1702	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1000	91 x 25.5	1	R$ 18,50
1702C	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1000	91 x 25.5	1	R$ 24,50
1708	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	500	91 x 51	1	R$ 18,50
1708A	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	500	91 x 51	1	R$ 15,00
1708C	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	500	91 x 51	1	R$ 24,50
1709	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1000	91 x 51	1	R$ 18,50
1709C	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1000	91 x 51	1	R$ 34,50
1723	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1000	91 x 25.5	1	R$ 17,50
1724	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1000	45.5 x 51	1	R$ 17,50
1724A	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1000	45.5 x 51	1	R$ 18,50
1724AC	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1000	45.5 x 51	1	R$ 24,50
1725	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	2000	91 x 25.5	1	R$ 24,50
1725A	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	2000	91 x 25.5	1	R$ 26,00
1725AC	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	2000	91 x 25.5	1	R$ 34,50
1726	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	2000	45.5 x 51	1	R$ 24,50
1726A	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	2000	45.5 x 51	1	R$ 26,00
1726AC	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	2000	45.5 x 51	1	R$ 34,50
1711	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	91 x 51	3	R$ 59,00
1712	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	91 x 25.5	3	R$ 47,00
1713	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	2000	91 x 25.5	2	R$ 67,00
1714	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	45.5 x 51	3	R$ 47,00
1715	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	2000	45.5 x 51	2	R$ 59,00
1716	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	500	91 x 51	3	R$ 47,00
1717	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO FRENTE E V - 4X4	1000	91 x 51	3	R$ 79,00
1718	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO FRENTE E V - 4X4	1000	91 x 25.5	3	R$ 58,00
1719	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO FRENTE E V - 4X4	2000	91 x 25.5	2	R$ 79,00
1720	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO FRENTE E V - 4X4	1000	45.5 x 51	3	R$ 58,00
1721	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO FRENTE E V - 4X4	2000	45.5 x 51	2	R$ 79,00
1722	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO FRENTE E V - 4X4	500	91 x 51	4	R$ 58,00
SV1700	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	91 x 51	2	R$ 27,50
SV1701	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	91 x 51	2	R$ 46,00
SV1701A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	500	91 x 51	2	R$ 36,00
SV1702	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	91 x 25.5	2	R$ 28,00
SV1703	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	2000	91 x 25.5	2	R$ 33,00
SV1704	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	45.5 x 51	2	R$ 27,50
SV1705	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	2000	45.5 x 51	2	R$ 37,00
SV1706	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	2000	91 x 25.5	2	R$ 46,00
SV1706A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	91 x 25.5	2	R$ 36,00
SV1707	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	2000	45.5 x 51	2	R$ 46,00
SV1707A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	45.5 x 51	2	R$ 36,00
SV1708	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	500	91 x 51	2	R$ 27,50
SV1709	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	91 x 51	2	R$ 27,50
SV1710	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	500	91 x 51	2	R$ 27,00
SV1723	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	91 x 25.5	2	R$ 27,00
SV1724	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	45.5 x 51	2	R$ 27,00
SV1725	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	2000	91 x 25.5	2	R$ 32,00
SV1726	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	2000	45.5 x 51	2	R$ 33,00
1701	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X4	1000	91 x 51	1	R$ 44,00
1701A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X4	500	91 x 51	1	R$ 34,00
1706	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X4	2000	91 x 25.5	1	R$ 44,00
1706A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X4	1000	91 x 25.5	1	R$ 34,00
1707	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X4	2000	45.5 x 51	1	R$ 44,00
1707A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X4	1000	45.5 x 51	1	R$ 34,00
CM25150	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X0	2000	91 x 25.5	1	R$ 23,00
CM251501	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X1	2000	91 x 25.5	1	R$ 24,00
CM25510	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X0	500	91 x 51	1	R$ 18,50
CM25511	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X1	500	91 x 51	1	R$ 19,00
CM25520	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X0	1000	91 x 25.5	1	R$ 18,50
CM25521	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X1	1000	91 x 25.5	1	R$ 19,00
CM25530	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X0	1000	45.5 x 51	1	R$ 18,50
CM25531	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X1	1000	45.5 x 51	1	R$ 19,00
CM25801	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X0	1000	91 x 51	1	R$ 27,50
CM25811	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X1	1000	91 x 51	1	R$ 27,50
CMP10	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X0	2000	45.5 x 51	1	R$ 23,00
CMP25111	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL F - 4X1	2000	45.5 x 51	1	R$ 24,00
1877	RECICLATO - 250g - SEM VERNIZ - 4X4	500	91 x 51	5	R$ 36,00
1982	RECICLATO - 250g - SEM VERNIZ - 4X4	1000	45.5 x 51	5	R$ 36,00
1984	RECICLATO - 250g - SEM VERNIZ - 4X4	1000	91 x 25.5	5	R$ 36,00
MINI PANFLETO					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
PCB914	COUCHÊ BRILHO - 90g - 100X75MM - 4X0	2000	75 x 105	2	R$ 49,00
PCB915	COUCHÊ BRILHO - 90g - 100X75MM - 4X0	5000	75 x 105	2	R$ 90,00
PCB916	COUCHÊ BRILHO - 90g - 100X75MM - 4X0	10000	75 x 105	3	R$ 122,00
PCB917	COUCHÊ BRILHO - 90g - 100X75MM - 4X0	20000	75 x 105	3	R$ 230,00
PCB922	COUCHÊ BRILHO - 90g - 100X75MM - 4X4	5000	75 x 105	2	R$ 98,00
PCB923	COUCHÊ BRILHO - 90g - 100X75MM - 4X4	10000	75 x 105	3	R$ 125,00
PCB924	COUCHÊ BRILHO - 90g - 100X75MM - 4X4	20000	75 x 105	3	R$ 240,50
PCB941	COUCHÊ BRILHO - 90g - 100X75MM - 4X4	2000	75 x 105	2	R$ 55,00
PCB942	COUCHÊ BRILHO - 90g - 100X75MM - 4X1	2000	75 x 105	2	R$ 50,00
PCB943	COUCHÊ BRILHO - 90g - 100X75MM - 4X1	5000	75 x 105	2	R$ 96,00
PCB944	COUCHÊ BRILHO - 90g - 100X75MM - 4X1	10000	75 x 105	3	R$ 124,00
PCB945	COUCHÊ BRILHO - 90g - 100X75MM - 4X1	20000	75 x 105	3	R$ 239,50
PCBM10	COUCHÊ BRILHO - 90g - 100X75MM - 4X0	30000	75 x 105	3	R$ 350,00
PCBM11	COUCHÊ BRILHO - 90g - 100X75MM - 4X0	40000	75 x 105	3	R$ 459,00
PCBM12	COUCHÊ BRILHO - 90g - 100X75MM - 4X0	50000	75 x 105	3	R$ 579,00
PCBM14	COUCHÊ BRILHO - 90g - 100X75MM - 4X1	4000	75 x 105	2	R$ 89,00
PCBM19	COUCHÊ BRILHO - 90g - 100X75MM - 4X1	30000	75 x 105	3	R$ 361,50
PCBM21	COUCHÊ BRILHO - 90g - 100X75MM - 4X1	40000	75 x 105	3	R$ 478,00
PCBM23	COUCHÊ BRILHO - 90g - 100X75MM - 4X1	50000	75 x 105	3	R$ 622,00
PCBM26	COUCHÊ BRILHO - 90g - 100X75MM - 4X4	4000	75 x 105	2	R$ 91,00
PCBM31	COUCHÊ BRILHO - 90g - 100X75MM - 4X4	30000	75 x 105	3	R$ 363,50
PCBM33	COUCHÊ BRILHO - 90g - 100X75MM - 4X4	40000	75 x 105	3	R$ 480,00
PCBM35	COUCHÊ BRILHO - 90g - 100X75MM - 4X4	50000	75 x 105	3	R$ 626,00
PCBM9	COUCHÊ BRILHO - 90g - 100X75MM - 4X0	4000	75 x 105	2	R$ 88,00
PCBM1	COUCHÊ BRILHO - 90g - 150X50MM - 4X0	2000	150 x 52.5	2	R$ 49,00
PCBM13	COUCHÊ BRILHO - 90g - 150X50MM - 4X1	2000	150 x 52	2	R$ 50,00
PCBM15	COUCHÊ BRILHO - 90g - 150X50MM - 4X1	4000	150 x 52	2	R$ 89,00
PCBM16	COUCHÊ BRILHO - 90g - 150X50MM - 4X1	5000	150 x 52	2	R$ 96,00
PCBM17	COUCHÊ BRILHO - 90g - 150X50MM - 4X1	10000	150 x 52	3	R$ 124,00
PCBM18	COUCHÊ BRILHO - 90g - 150X50MM - 4X1	20000	150 x 52	3	R$ 239,50
